#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405227.sorted.bam Mapped Reads/million: 38.542759
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405228.sorted.bam Mapped Reads/million: 37.642071
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405229.sorted.bam Mapped Reads/million: 31.734760

    	ERR405227.sorted.bam	ERR405228.sorted.bam	ERR405229.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds1751	      0.419       0.533       0.952	      1.092       0.936       2.029	      0.555       0.370       0.925	
cds1750	      1.218       1.115       2.334	      1.862       1.739       3.602	      1.897       1.730       3.626	
cds3927	      0.097       0.389       0.486	      0.497       0.796       1.293	      0.354       0.472       0.826	
cds2839	      1.647       1.133       2.780	      1.529       1.054       2.583	      1.250       1.000       2.251	
cds959	     25.837      25.297      51.134	     23.577      24.574      48.151	     19.563      19.563      39.126	
cds2838	      1.302       1.488       2.790	      1.714       2.190       3.904	      1.581       1.807       3.388	
fepG	      1.101       0.943       2.044	      1.234       1.073       2.308	      1.623       1.114       2.737	
cds958	      5.540       4.324       9.865	      8.855       6.642      15.497	      7.550       5.252      12.801	
cds2837	      0.292       0.000       0.292	      0.597       0.398       0.995	      0.708       0.354       1.062	
cds2836	      0.175       0.262       0.437	      0.358       0.089       0.447	      0.530       0.318       0.849	
cds956	     14.466       8.334      22.800	     21.092      13.364      34.455	     10.695       6.493      17.188	
cds2835	      0.412       0.549       0.961	      0.141       0.141       0.281	      0.167       0.333       0.500	
fepD	      0.643       0.618       1.261	      0.975       0.843       1.819	      0.750       0.688       1.438	
cds955	      3.079       1.441       4.521	      2.751       1.543       4.293	      2.626       1.591       4.217	
cds2834	      0.432       2.811       3.243	      0.443       2.435       2.878	      0.525       3.939       4.464	
fepC	      1.991       2.023       4.014	      1.938       1.972       3.910	      2.616       2.735       5.351	
cds954	     59.886      57.384     117.270	     69.450      65.830     135.281	     51.330      48.026      99.356	
fepB	      2.250       2.088       4.338	      3.248       2.970       6.218	      2.535       2.272       4.807	
cds953	     13.899      10.996      24.895	     18.343      16.382      34.726	     11.929       8.928      20.857	
cds1749	      2.500       2.650       5.149	      3.788       3.839       7.627	      3.643       3.704       7.347	
fepA	      1.380       1.288       2.668	      1.484       1.248       2.732	      1.662       1.481       3.143	
cds952	      1.555       0.972       2.526	      2.288       1.592       3.880	      1.416       1.062       2.478	
cds1748	     29.567      30.676      60.243	     42.725      45.223      87.948	     24.194      25.272      49.466	
cds951	      8.209       7.329      15.538	     11.857      11.407      23.264	      6.231       6.053      12.284	
cds1747	      3.627       2.511       6.138	      4.666       3.428       8.094	      3.840       3.388       7.228	
cds2830	     24.441      20.399      44.840	     32.052      28.972      61.025	     22.834      19.866      42.700	
cds950	     10.293       9.924      20.217	     15.678      15.011      30.689	      9.367       8.610      17.977	
gshB	      8.293       9.661      17.954	     12.891      14.572      27.463	      7.512       8.443      15.955	
gshA	      8.948       8.682      17.630	     10.323      10.340      20.662	      9.451       9.957      19.409	
cds1744	     32.313      26.848      59.161	     32.940      26.761      59.701	     45.651      37.629      83.280	
cds1743	      9.163       5.353      14.515	     11.560       7.443      19.003	     12.235       6.217      18.452	
cds1742	      5.278       5.105      10.383	      6.197       6.134      12.332	      6.395       6.365      12.760	
cds1741	      5.874       5.534      11.409	      6.878       6.544      13.422	      6.870       6.061      12.931	
pocR	      4.253       3.573       7.826	      5.400       4.674      10.075	      4.064       3.341       7.404	
cds3919	      2.346       2.598       4.945	      2.283       2.204       4.487	      3.156       3.203       6.359	
cds3918	      6.044       4.640      10.684	      7.433       5.834      13.267	      5.214       3.987       9.200	
cds949	      5.059       4.732       9.791	      5.180       5.180      10.359	      4.558       4.955       9.513	
cds2828	     12.360       6.594      18.954	     19.408      10.110      29.518	     13.480       8.009      21.489	
cds948	      2.573       3.080       5.653	      3.283       3.456       6.739	      1.383       2.101       3.484	
cds3911	      5.851       7.136      12.987	      7.599       9.557      17.155	      4.819       5.581      10.400	
cds2827	     19.915      27.215      47.130	     26.972      39.565      66.537	     18.598      25.922      44.520	
cds947	      3.513       3.513       7.027	      7.472       6.226      13.698	      6.565       4.924      11.488	
cds2826	     70.124      71.854     141.978	     85.749      89.070     174.819	     82.936      84.555     167.491	
cds945	      3.418       2.684       6.102	      4.345       3.030       7.376	      4.068       3.093       7.160	
cds944	      1.491       6.412       7.903	      0.916      10.077      10.993	      0.905       7.244       8.149	
feoB	      5.091       4.621       9.711	      7.252       7.137      14.388	      3.913       3.805       7.718	
cds2823	      1.055       1.133       2.188	      1.291       1.423       2.715	      1.125       1.344       2.470	
cds943	      1.024       0.341       1.366	      0.583       0.233       0.816	      0.691       0.415       1.106	
feoA	     12.745       7.510      20.255	     24.352      15.846      40.199	     14.235       8.016      22.251	
cds2822	      3.856       4.724       8.580	      5.888       7.243      13.131	      3.797       4.767       8.564	
cds942	    812.063      54.995     867.058	    954.106      48.591    1002.697	    448.428      23.431     471.860	
cds1738	      8.142      10.350      18.493	     11.258      13.895      25.153	      8.828      10.727      19.555	
cds2821	      7.950       8.430      16.380	     11.941      12.433      24.375	      7.374       6.896      14.270	
cds941	     16.197      27.851      44.048	     18.911      30.694      49.605	     12.017      24.123      36.140	
cds2820	      8.916       9.005      17.921	     10.772      10.225      20.997	      5.739       7.363      13.103	
cds940	     19.992      23.013      43.005	     26.687      30.478      57.165	     18.813      21.007      39.821	
sefC	      0.833       0.701       1.535	      1.030       0.739       1.769	      0.753       0.667       1.419	
pal	    114.011     115.197     229.207	    142.444     153.020     295.465	    101.016     112.720     213.736	
cds1735	      8.044       7.632      15.676	     12.853      12.732      25.585	      6.782       6.424      13.206	
sefB	      0.896       0.930       1.826	      1.270       1.200       2.470	      0.962       1.004       1.967	
cds1734	     46.850      46.908      93.758	     50.200      51.959     102.159	     40.276      41.180      81.456	
cds1731	     10.661       7.064      17.725	     12.012       7.540      19.552	     10.504       7.592      18.096	
cds1730	      5.517       5.143      10.660	      6.105       5.920      12.025	      4.696       4.272       8.968	
rdgC	     23.890      18.370      42.261	     30.491      25.812      56.304	     20.225      16.240      36.465	
glyS	      6.681       7.708      14.389	      9.959      11.615      21.574	      6.333       7.322      13.655	
glyQ	     17.126      15.647      32.773	     26.653      23.595      50.248	     15.997      14.823      30.820	
cds3906	      0.455       0.253       0.708	      0.621       0.311       0.932	      0.553       0.369       0.921	
cds3905	      0.194       0.239       0.433	      0.184       0.184       0.367	      0.163       0.163       0.327	
cds2819	      8.420       9.701      18.120	     11.104      13.681      24.786	      9.448      10.837      20.285	
cds939	     66.191      44.263     110.454	     75.375      45.183     120.558	     53.594      34.985      88.579	
cds2818	      9.900       6.956      16.855	     12.774       9.270      22.044	      8.805       6.436      15.242	
cds937	      2.132       2.488       4.620	      2.386       3.194       5.580	      2.734       3.118       5.851	
cds3900	     30.711      41.124      71.835	     33.795      52.409      86.204	     21.007      32.369      53.376	
cds2815	      5.973       9.519      15.492	     10.129      18.220      28.350	      5.063       9.824      14.887	
cds2814	     12.513       9.752      22.265	     23.975      19.689      43.664	     10.783       9.051      19.834	
glyA	     39.435      39.394      78.829	     52.094      51.967     104.061	     34.803      34.577      69.380	
cds2812	      8.967       5.565      14.532	     11.759       7.150      18.908	      7.490       4.520      12.010	
cds2810	      4.376       3.855       8.232	      4.374       4.161       8.535	      3.860       3.227       7.087	
cds930	     11.962      13.377      25.339	     16.966      22.056      39.021	     11.584      14.332      25.916	
cds1726	      2.426       2.191       4.618	      2.605       2.164       4.768	      2.899       2.899       5.798	
cds1725	     77.525      59.792     137.317	     95.370      79.061     174.431	     82.367      66.952     149.319	
