#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405224.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405225.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405226.sorted.bam

    	ERR405224.sorted.bam	ERR405225.sorted.bam	ERR405226.sorted.bam	
    	  Sense Antisense  Total	  Sense Antisense  Total	  Sense Antisense  Total	
cds2286	    529     533    1062	    413     402     815	    250     239     489	
cirA	    172     138     310	    146     118     264	     83      71     154	
cds2282	    238     234     472	    236     237     473	    127     126     253	
yeeA	   1628    2004    3632	   1424    1783    3207	    784     973    1757	
cds1196	  13873   14576   28449	  14315   15233   29548	   5261    5580   10841	
cds1195	  19462   26360   45822	  19730   25771   45501	   7923   11042   18965	
psd	    306     406     712	    288     364     652	    128     170     298	
cds3367	    240     231     471	    200     177     377	     88      80     168	
cds3366	     52      46      98	     64      56     120	     30      28      58	
cds3365	    134     147     281	    116     129     245	     57      57     114	
yedJ	    255     261     516	    195     226     421	    114     124     238	
cds3364	     86      84     170	     73      59     132	     40      41      81	
cds3363	     58      67     125	     57      68     125	     31      35      66	
cds3362	    159     115     274	    123      82     205	     74      51     125	
cds3361	     58      57     115	     42      38      80	     22      25      47	
yedF	     55      66     121	     29      53      82	     24      29      53	
cds3360	    115     120     235	    103     109     212	     55      55     110	
yedE	     72      29     101	     70      34     104	     40      24      64	
yedD	     27      15      42	     31      18      49	     15       5      20	
cds395	   1210    1209    2419	   1248    1261    2509	    539     548    1087	
cds394	    229     262     491	    212     241     453	     91      96     187	
potI	     97      97     194	     81      83     164	     46      45      91	
cds393	    145     315     460	    123     332     455	     54     151     205	
cds2272	   1420    1266    2686	   1460    1298    2758	    652     584    1236	
potH	     36      40      76	     42      46      88	     17      15      32	
yedA	    198      90     288	    152      79     231	     79      34     113	
cds392	    685     624    1309	    769     709    1478	    351     323     674	
cds2271	    532     388     920	    502     372     874	    253     185     438	
potG	     80      84     164	     78      85     163	     30      32      62	
cds2270	     49      67     116	     50      63     113	     18      23      41	
potF	    137     159     296	    100     118     218	     44      57     101	
potE	    198      51     249	    210      46     256	    103      28     131	
potD	   1549    1505    3054	   1594    1546    3140	    708     666    1374	
potC	    632     701    1333	    705     780    1485	    309     318     627	
potB	    151     142     293	    158     144     302	     84      84     168	
potA	    370     344     714	    380     354     734	    201     182     383	
yecS	    195     107     302	    176     100     276	     86      46     132	
prc	   1810    2293    4103	   1766    2174    3940	    782     993    1775	
ugtL	    611     748    1359	    603     683    1286	    233     275     508	
yecI	    274     468     742	    244     402     646	    133     242     375	
cds2269	     47      23      70	     56      12      68	     13       9      22	
yecH	    288      21     309	    277      23     300	    127      20     147	
cds389	     26      51      77	     21      34      55	      8      15      23	
cds2268	     57      62     119	     66      88     154	     22      20      42	
yecG	    563     478    1041	    432     356     788	    319     288     607	
cds388	    244     242     486	    193     191     384	    130     127     257	
cds2267	     50      48      98	     42      52      94	     18      18      36	
yecF	    278     228     506	    239     183     422	    130     106     236	
cds2266	    228     143     371	    260     140     400	    137      73     210	
yecE	    160     203     363	    171     210     381	     72      99     171	
yecD	    221     201     422	    225     231     456	    123     117     240	
yecA	   3245    3082    6327	   3045    2909    5954	   1587    1520    3107	
cds1175	    840     976    1816	    811     913    1724	    379     440     819	
cds1174	    394     321     715	    324     271     595	    149     118     267	
mscL	    511     450     961	    458     385     843	    194     182     376	
yebL	   1528    1245    2773	   1527    1266    2793	    668     541    1209	
cds3346	    491     481     972	    412     397     809	    232     221     453	
cds3344	   1010    1225    2235	    820    1005    1825	    449     612    1061	
yebI	    332     360     692	    311     312     623	    148     175     323	
yebG	   2960    1587    4547	   2398    1266    3664	   1196     611    1807	
yebF	   2013    2736    4749	   1576    2120    3696	    806    1105    1911	
ppx	    787     943    1730	    680     779    1459	    369     469     838	
yebE	   5603    5392   10995	   4425    4169    8594	   2701    2487    5188	
cds375	     22      22      44	     26      33      59	     17      15      32	
yebC	    361     340     701	    408     403     811	    182     182     364	
yebB	     84      63     147	     88      72     160	     40      34      74	
yebA	   2048    2482    4530	   2094    2560    4654	   1085    1276    2361	
cds1167	     84      95     179	     82      91     173	     32      37      69	
cds1166	    379     384     763	    328     331     659	    164     161     325	
cds2250	    600     485    1085	    484     390     874	    339     281     620	
cds1162	     86      98     184	     84      95     179	     32      41      73	
cds1161	    194     196     390	    158     156     314	     88      98     186	
cds1160	    302     335     637	    266     289     555	    127     135     262	
ppk	   1877    1766    3643	   1555    1480    3035	    906     842    1748	
ppc	   1433    1607    3040	   1378    1560    2938	    670     752    1422	
ppa	   3422    3543    6965	   3964    4050    8014	   1447    1482    2929	
cds3338	    377     386     763	    350     362     712	    178     180     358	
cds3336	    468     736    1204	    423     636    1059	    244     369     613	
cds3335	   1567    1240    2807	   1381    1081    2462	    798     609    1407	
cds3334	    996     873    1869	    789     672    1461	    570     497    1067	
cds3332	    336     371     707	    307     321     628	    166     188     354	
cds2247	    373     269     642	    308     220     528	    171     118     289	
cds367	    979     743    1722	    907     635    1542	    408     295     703	
cds366	    198     171     369	    158     153     311	     85      82     167	
cds2245	    210     215     425	    178     186     364	     86      92     178	
msbB	    577     619    1196	    538     555    1093	    317     327     644	
cds364	    576     621    1197	    649     698    1347	    287     312     599	
cds1159	    153     151     304	    137     147     284	     84      80     164	
msbA	   1276    1256    2532	   1266    1204    2470	    559     548    1107	
